Metric,,,,,Accuracy,Accuracy,AUROC,AUROC,F1,F1,Support vectors,Support vectors
Circles,rbf,0.03,2.0,1,0.3235294117647059,0.3235294117647059,0.6758893280632411,1.0,0.4888888888888889,0.4888888888888889,14,58
Circles,poly,0.01,4.0,1,0.5882352941176471,0.3235294117647059,0.6363636363636364,1.0,0.5625,0.4888888888888889,7,56
Circles,poly,0.05,4.0,1,0.8529411764705882,0.3235294117647059,0.9920948616600791,1.0,0.8148148148148148,0.4888888888888889,22,58
Circles,poly,0.01,5.0,1,0.7058823529411765,0.3235294117647059,0.857707509881423,0.3675889328063241,0.6875,0.4888888888888889,25,55
Circles,poly,0.05,5.0,1,0.8235294117647058,0.3235294117647059,0.9367588932806324,0.3596837944664032,0.7857142857142857,0.4888888888888889,21,55
Circles,linear,0.01,0.0,2,0.42424242424242425,0.42424242424242425,0.424812030075188,0.5112781954887218,0.0,0.0,8,63
Circles,linear,0.05,0.0,2,0.42424242424242425,0.42424242424242425,0.424812030075188,0.5488721804511278,0.0,0.0,8,63
Circles,linear,1.0,0.0,2,0.3939393939393939,0.42424242424242425,0.43233082706766923,0.4699248120300752,0.375,0.0,6,64
Circles,rbf,0.01,0.5,2,0.42424242424242425,0.42424242424242425,0.5075187969924811,0.7293233082706766,0.0,0.0,10,65
Circles,rbf,0.01,1.0,2,0.42424242424242425,0.42424242424242425,0.6203007518796992,0.7105263157894737,0.0,0.0,16,66
Circles,rbf,0.03,2.0,2,0.42424242424242425,0.42424242424242425,0.6766917293233083,0.7932330827067668,0.0,0.0,18,65
Circles,poly,0.01,4.0,2,0.5454545454545454,0.42424242424242425,0.5375939849624061,1.0,0.6153846153846154,0.0,16,64
Circles,poly,0.05,4.0,2,1.0,0.42424242424242425,1.0,1.0,1.0,0.0,21,63
Circles,poly,0.01,5.0,2,0.9393939393939394,0.42424242424242425,0.9736842105263158,0.3120300751879699,0.9473684210526315,0.0,18,65
Circles,poly,0.05,5.0,2,0.7272727272727273,0.42424242424242425,0.7481203007518797,0.3233082706766917,0.7692307692307693,0.0,40,65
Circles,linear,0.01,0.0,3,0.3939393939393939,0.3939393939393939,0.5653846153846154,0.5961538461538461,0.0,0.0,10,61
Circles,linear,0.05,0.0,3,0.3939393939393939,0.3939393939393939,0.5653846153846154,0.6153846153846154,0.0,0.0,10,62
Circles,linear,1.0,0.0,3,0.42424242424242425,0.3939393939393939,0.4461538461538462,0.4423076923076923,0.3870967741935484,0.0,20,62
Circles,rbf,0.01,0.5,3,0.3939393939393939,0.3939393939393939,0.6076923076923076,0.9961538461538462,0.0,0.0,10,66
Circles,rbf,0.01,1.0,3,0.3939393939393939,0.3939393939393939,0.4653846153846153,1.0,0.0,0.0,8,65
Circles,rbf,0.03,2.0,3,0.3939393939393939,0.3939393939393939,0.46153846153846156,1.0,0.0,0.0,8,61
Circles,poly,0.01,4.0,3,0.8787878787878788,0.3939393939393939,0.9653846153846155,1.0,0.9,0.0,8,63
Circles,poly,0.05,4.0,3,1.0,0.3939393939393939,1.0,1.0,1.0,0.0,28,65
Circles,poly,0.01,5.0,3,1.0,0.3939393939393939,1.0,0.1923076923076923,1.0,0.0,44,63
Circles,poly,0.05,5.0,3,0.7878787878787878,0.3939393939393939,0.9692307692307692,0.18846153846153846,0.8444444444444444,0.0,32,64
Circles,linear,0.01,0.0,4,0.47058823529411764,0.47058823529411764,0.6145833333333333,0.35763888888888895,0.64,0.64,6,64
Circles,linear,0.05,0.0,4,0.5294117647058824,0.47058823529411764,0.6145833333333333,0.36458333333333337,0.5555555555555556,0.64,6,64
Circles,linear,1.0,0.0,4,0.5882352941176471,0.4117647058823529,0.6145833333333334,0.36111111111111116,0.5333333333333333,0.47368421052631576,5,62
Circles,rbf,0.01,0.5,4,0.47058823529411764,0.47058823529411764,0.59375,0.7708333333333333,0.64,0.64,10,66
Circles,rbf,0.01,1.0,4,0.47058823529411764,0.47058823529411764,0.6319444444444444,0.7222222222222222,0.64,0.64,12,65
Circles,rbf,0.03,2.0,4,0.47058823529411764,0.47058823529411764,0.6736111111111112,0.5451388888888888,0.64,0.64,10,65
Circles,poly,0.01,4.0,4,0.6470588235294118,0.47058823529411764,0.6666666666666667,1.0,0.6842105263157895,0.64,16,64
Circles,poly,0.05,4.0,4,1.0,0.47058823529411764,1.0,1.0,1.0,0.64,23,64
Circles,poly,0.01,5.0,4,0.9117647058823529,0.47058823529411764,0.9965277777777778,0.32291666666666663,0.9142857142857143,0.64,25,64
Circles,poly,0.05,5.0,4,0.6764705882352942,0.47058823529411764,0.8715277777777778,0.32291666666666663,0.7441860465116279,0.64,23,65
Circles,linear,0.01,0.0,5,0.45454545454545453,0.48484848484848486,0.4742647058823529,0.4227941176470589,0.4,0.0,12,66
Circles,linear,0.05,0.0,5,0.48484848484848486,0.48484848484848486,0.4742647058823529,0.4227941176470589,0.48484848484848486,0.0,12,66
Circles,linear,1.0,0.0,5,0.5454545454545454,0.48484848484848486,0.5735294117647058,0.4227941176470588,0.5714285714285714,0.48484848484848486,14,66
Circles,rbf,0.01,0.5,5,0.48484848484848486,0.48484848484848486,0.6213235294117647,0.9632352941176471,0.0,0.0,14,67
Circles,rbf,0.01,1.0,5,0.48484848484848486,0.48484848484848486,0.6360294117647058,0.8272058823529411,0.0,0.0,10,67
Circles,rbf,0.03,2.0,5,0.5757575757575758,0.48484848484848486,0.5625,0.6838235294117647,0.4166666666666667,0.0,10,67
Circles,poly,0.01,4.0,5,0.696969696969697,0.48484848484848486,0.8051470588235294,1.0,0.75,0.0,10,66
Circles,poly,0.05,4.0,5,0.6060606060606061,0.48484848484848486,0.6176470588235294,1.0,0.6486486486486487,0.0,5,66
Circles,poly,0.01,5.0,5,0.8484848484848485,0.48484848484848486,0.7867647058823529,0.3529411764705882,0.8717948717948718,0.0,18,67
Circles,poly,0.05,5.0,5,0.7272727272727273,0.48484848484848486,0.7426470588235294,0.3529411764705882,0.7428571428571429,0.0,9,67
Circles,linear,0.01,0.0,6,0.30303030303030304,0.48484848484848486,0.3161764705882353,0.25735294117647056,0.0,0.0,25,66
Circles,linear,0.05,0.0,6,0.5151515151515151,0.36363636363636365,0.5514705882352942,0.25735294117647056,0.4666666666666667,0.36363636363636365,23,66
Circles,linear,1.0,0.0,6,0.6060606060606061,0.36363636363636365,0.6838235294117647,0.2536764705882353,0.5185185185185185,0.43243243243243246,52,61
Circles,rbf,0.01,0.5,6,0.48484848484848486,0.48484848484848486,0.5955882352941176,0.6323529411764707,0.0,0.0,14,67
Circles,rbf,0.01,1.0,6,0.48484848484848486,0.48484848484848486,0.41544117647058826,0.47794117647058826,0.0,0.0,14,66
Circles,rbf,0.03,2.0,6,0.5151515151515151,0.48484848484848486,0.5919117647058824,0.34558823529411764,0.42857142857142855,0.0,16,66
Circles,poly,0.01,4.0,6,0.45454545454545453,0.48484848484848486,0.4227941176470588,1.0,0.5,0.0,6,67
Circles,poly,0.05,4.0,6,1.0,0.48484848484848486,1.0,1.0,1.0,0.0,23,67
Circles,poly,0.01,5.0,6,0.7272727272727273,0.48484848484848486,0.9080882352941176,0.23161764705882354,0.7804878048780488,0.0,23,66
Circles,poly,0.05,5.0,6,0.9090909090909091,0.3333333333333333,1.0,0.23161764705882354,0.918918918918919,0.0,34,66
Circles,linear,0.01,0.0,7,0.4411764705882353,0.4411764705882353,0.5473684210526316,0.31228070175438594,0.6122448979591837,0.6122448979591837,4,63
Circles,linear,0.05,0.0,7,0.47058823529411764,0.4411764705882353,0.5473684210526316,0.31228070175438594,0.625,0.6122448979591837,4,63
Circles,linear,1.0,0.0,7,0.5294117647058824,0.38235294117647056,0.5964912280701755,0.3087719298245614,0.4666666666666667,0.36363636363636365,8,60
Circles,rbf,0.01,0.5,7,0.4411764705882353,0.4411764705882353,0.49473684210526314,0.6210526315789473,0.6122448979591837,0.6122448979591837,10,64
Circles,rbf,0.01,1.0,7,0.4411764705882353,0.4411764705882353,0.7087719298245614,0.5333333333333333,0.6122448979591837,0.6122448979591837,12,63
Circles,rbf,0.03,2.0,7,0.4411764705882353,0.4411764705882353,0.7824561403508772,0.4666666666666667,0.6122448979591837,0.6122448979591837,12,63
Circles,poly,0.01,4.0,7,0.9117647058823529,0.4411764705882353,0.992982456140351,1.0,0.9090909090909091,0.6122448979591837,18,64
Circles,poly,0.05,4.0,7,0.8823529411764706,0.4411764705882353,0.9894736842105263,1.0,0.8823529411764706,0.6122448979591837,21,64
Circles,poly,0.01,5.0,7,0.8529411764705882,0.4411764705882353,0.8561403508771931,0.3298245614035088,0.8571428571428571,0.6122448979591837,36,62
Circles,poly,0.05,5.0,7,0.6470588235294118,0.4411764705882353,0.8035087719298246,0.3298245614035088,0.6666666666666666,0.6122448979591837,13,62
Circles,linear,0.01,0.0,8,0.42424242424242425,0.42424242424242425,0.3157894736842105,0.3007518796992481,0.5957446808510638,0.5957446808510638,6,63
Circles,linear,0.05,0.0,8,0.36363636363636365,0.42424242424242425,0.3157894736842105,0.3007518796992481,0.4878048780487805,0.5957446808510638,6,63
Circles,linear,1.0,0.0,8,0.42424242424242425,0.30303030303030304,0.40977443609022557,0.3007518796992481,0.42424242424242425,0.30303030303030304,7,60
Circles,rbf,0.01,0.5,8,0.42424242424242425,0.42424242424242425,0.5150375939849625,0.7067669172932332,0.5957446808510638,0.5957446808510638,14,65
Circles,rbf,0.01,1.0,8,0.42424242424242425,0.42424242424242425,0.4924812030075188,0.5225563909774436,0.5957446808510638,0.5957446808510638,10,63
Circles,rbf,0.03,2.0,8,0.42424242424242425,0.42424242424242425,0.5413533834586467,0.4511278195488722,0.5957446808510638,0.5957446808510638,10,63
Circles,poly,0.01,4.0,8,0.5151515151515151,0.42424242424242425,0.5112781954887218,1.0,0.5555555555555556,0.5957446808510638,10,64
Circles,poly,0.05,4.0,8,0.6363636363636364,0.42424242424242425,0.6203007518796992,1.0,0.625,0.5957446808510638,15,63
Circles,poly,0.01,5.0,8,0.9696969696969697,0.42424242424242425,1.0,0.30827067669172936,0.9655172413793104,0.5957446808510638,28,64
Circles,poly,0.05,5.0,8,0.9393939393939394,0.42424242424242425,1.0,0.31203007518796994,0.9333333333333333,0.5957446808510638,23,63
Circles,linear,0.01,0.0,9,0.36363636363636365,0.36363636363636365,0.369047619047619,0.41666666666666663,0.0,0.0,6,59
Circles,linear,0.05,0.0,9,0.36363636363636365,0.36363636363636365,0.369047619047619,0.5714285714285714,0.0,0.0,6,59
Circles,linear,1.0,0.0,9,0.3939393939393939,0.36363636363636365,0.4365079365079365,0.4523809523809524,0.4117647058823529,0.0,8,60
Circles,rbf,0.01,0.5,9,0.36363636363636365,0.36363636363636365,0.6587301587301587,1.0,0.0,0.0,6,61
Circles,rbf,0.01,1.0,9,0.36363636363636365,0.36363636363636365,0.7777777777777778,1.0,0.0,0.0,12,61
Circles,rbf,0.03,2.0,9,0.36363636363636365,0.36363636363636365,0.623015873015873,1.0,0.0,0.0,12,62
Circles,poly,0.01,4.0,9,0.696969696969697,0.36363636363636365,0.6785714285714286,1.0,0.7727272727272727,0.0,24,60
Circles,poly,0.05,4.0,9,0.9696969696969697,0.36363636363636365,0.9444444444444444,1.0,0.9767441860465116,0.0,24,62
Circles,poly,0.01,5.0,9,0.8181818181818182,0.36363636363636365,0.757936507936508,0.4642857142857143,0.8636363636363636,0.0,23,63
Circles,poly,0.05,5.0,9,1.0,0.36363636363636365,1.0,0.4523809523809524,1.0,0.0,21,63
Moons,linear,0.01,0.0,1,0.9104477611940298,0.8507462686567164,0.9594594594594594,0.9594594594594594,0.90625,0.8214285714285714,26,100
Moons,linear,0.05,0.0,1,0.8507462686567164,0.8507462686567164,0.9594594594594594,0.9621621621621622,0.8214285714285714,0.8214285714285714,26,64
Moons,linear,1.0,0.0,1,0.8208955223880597,0.8656716417910447,0.9441441441441443,0.9630630630630631,0.7777777777777778,0.8363636363636363,21,45
Moons,rbf,0.01,0.5,1,0.44776119402985076,0.44776119402985076,0.9495495495495495,0.990990990990991,0.6185567010309279,0.6185567010309279,10,128
Moons,rbf,0.01,1.0,1,0.44776119402985076,0.44776119402985076,0.9693693693693693,0.9567567567567566,0.6185567010309279,0.6185567010309279,10,126
Moons,rbf,0.03,2.0,1,0.5223880597014925,0.8955223880597015,0.9972972972972973,0.9567567567567568,0.6521739130434783,0.8888888888888888,10,126
Moons,poly,0.01,4.0,1,0.5671641791044776,0.44776119402985076,0.8585585585585586,0.4288288288288289,0.6666666666666666,0.6185567010309279,22,129
Moons,poly,0.05,4.0,1,0.7761194029850746,0.44776119402985076,0.836936936936937,0.41531531531531524,0.7169811320754716,0.6185567010309279,6,127
Moons,poly,0.01,5.0,1,0.8955223880597015,0.8507462686567164,0.972972972972973,0.9612612612612612,0.8813559322033898,0.8529411764705882,29,101
Moons,poly,0.05,5.0,1,0.8955223880597015,0.9104477611940298,0.9963963963963964,0.9693693693693692,0.8679245283018868,0.90625,15,72
Moons,linear,0.01,0.0,2,0.7014925373134329,0.8656716417910447,0.956989247311828,0.9543010752688172,0.7560975609756098,0.8615384615384616,12,98
Moons,linear,0.05,0.0,2,0.8955223880597015,0.8656716417910447,0.956989247311828,0.956989247311828,0.8955223880597015,0.8615384615384616,12,63
Moons,linear,1.0,0.0,2,0.8507462686567164,0.835820895522388,0.9489247311827957,0.956989247311828,0.8484848484848485,0.8253968253968254,41,42
Moons,rbf,0.01,0.5,2,0.4626865671641791,0.4626865671641791,0.9946236559139785,0.9973118279569892,0.6326530612244898,0.6326530612244898,10,131
Moons,rbf,0.01,1.0,2,0.4626865671641791,0.4626865671641791,0.9112903225806451,0.9596774193548387,0.6326530612244898,0.6326530612244898,10,128
Moons,rbf,0.03,2.0,2,0.5373134328358209,0.8805970149253731,0.9704301075268817,0.9525089605734767,0.6666666666666666,0.8857142857142857,10,128
Moons,poly,0.01,4.0,2,0.9104477611940298,0.4626865671641791,0.9910394265232975,0.40860215053763443,0.8928571428571429,0.6326530612244898,40,129
Moons,poly,0.05,4.0,2,0.8955223880597015,0.4626865671641791,0.9793906810035843,0.40860215053763443,0.8771929824561403,0.625,47,129
Moons,poly,0.01,5.0,2,0.40298507462686567,0.8208955223880597,0.3978494623655914,0.967741935483871,0.3333333333333333,0.8378378378378378,6,101
Moons,poly,0.05,5.0,2,0.6417910447761194,0.8507462686567164,0.8028673835125448,0.971326164874552,0.6,0.8611111111111112,45,74
Moons,linear,0.01,0.0,3,0.4090909090909091,0.8636363636363636,0.9192782526115859,0.9401709401709402,0.0,0.8831168831168831,10,98
Moons,linear,0.05,0.0,3,0.7424242424242424,0.8636363636363636,0.9192782526115859,0.9449192782526117,0.7213114754098361,0.8831168831168831,10,60
Moons,linear,1.0,0.0,3,0.7878787878787878,0.8787878787878788,0.9116809116809117,0.9439696106362773,0.825,0.8974358974358975,29,41
Moons,rbf,0.01,0.5,3,0.4090909090909091,0.4090909090909091,0.8091168091168092,0.9952516619183286,0.0,0.0,12,124
Moons,rbf,0.01,1.0,3,0.4090909090909091,0.4090909090909091,0.949667616334283,0.9401709401709402,0.0,0.0,10,122
Moons,rbf,0.03,2.0,3,0.4090909090909091,0.8181818181818182,0.9895536562203229,0.936372269705603,0.0,0.8333333333333334,12,122
Moons,poly,0.01,4.0,3,0.803030303030303,0.4090909090909091,0.9639126305792973,0.49002849002849,0.8539325842696629,0.0,21,125
Moons,poly,0.05,4.0,3,0.8636363636363636,0.4090909090909091,0.9895536562203229,0.4795821462488129,0.896551724137931,0.0,33,127
Moons,poly,0.01,5.0,3,0.8484848484848485,0.7878787878787878,0.9905033238366572,0.9420702754036088,0.8863636363636364,0.78125,16,102
Moons,poly,0.05,5.0,3,0.7272727272727273,0.8484848484848485,0.886039886039886,0.9515669515669516,0.7857142857142857,0.8529411764705882,12,74
Moons,linear,0.01,0.0,4,0.7910447761194029,0.835820895522388,0.9366071428571429,0.9357142857142857,0.7741935483870968,0.8405797101449275,16,96
Moons,linear,0.05,0.0,4,0.835820895522388,0.8507462686567164,0.9366071428571429,0.9446428571428571,0.8405797101449275,0.8571428571428571,16,60
Moons,linear,1.0,0.0,4,0.835820895522388,0.835820895522388,0.9428571428571428,0.9455357142857143,0.8405797101449275,0.8405797101449275,16,41
Moons,rbf,0.01,0.5,4,0.47761194029850745,0.47761194029850745,0.9642857142857142,0.9857142857142858,0.0,0.0,14,131
Moons,rbf,0.01,1.0,4,0.47761194029850745,0.47761194029850745,0.9910714285714286,0.9276785714285714,0.0,0.0,10,130
Moons,rbf,0.03,2.0,4,0.7014925373134329,0.8208955223880597,0.9607142857142857,0.9357142857142857,0.6,0.8235294117647058,6,130
Moons,poly,0.01,4.0,4,0.746268656716418,0.47761194029850745,0.9142857142857143,0.4714285714285714,0.6792452830188679,0.0,10,131
Moons,poly,0.05,4.0,4,0.7761194029850746,0.47761194029850745,0.9142857142857143,0.4705357142857143,0.8148148148148148,0.0,4,131
Moons,poly,0.01,5.0,4,0.7164179104477612,0.835820895522388,0.8883928571428572,0.9464285714285714,0.7764705882352941,0.8135593220338984,4,100
Moons,poly,0.05,5.0,4,0.7164179104477612,0.8507462686567164,0.8883928571428572,0.9535714285714285,0.7764705882352941,0.8333333333333334,4,73
Moons,linear,0.01,0.0,5,0.44776119402985076,0.8656716417910447,0.8801801801801803,0.9594594594594594,0.6185567010309279,0.8421052631578947,8,100
Moons,linear,0.05,0.0,5,0.44776119402985076,0.8656716417910447,0.8801801801801803,0.9648648648648649,0.6185567010309279,0.8363636363636363,8,65
Moons,linear,1.0,0.0,5,0.8955223880597015,0.8656716417910447,0.9711711711711711,0.9693693693693695,0.8771929824561403,0.8363636363636363,13,43
Moons,rbf,0.01,0.5,5,0.44776119402985076,0.44776119402985076,0.9729729729729729,1.0,0.6185567010309279,0.6185567010309279,12,128
Moons,rbf,0.01,1.0,5,0.44776119402985076,0.44776119402985076,0.9684684684684685,0.9702702702702704,0.6185567010309279,0.6185567010309279,12,126
Moons,rbf,0.03,2.0,5,0.4626865671641791,0.8656716417910447,1.0,0.9594594594594595,0.625,0.8656716417910447,14,126
Moons,poly,0.01,4.0,5,0.8805970149253731,0.44776119402985076,0.9864864864864864,0.34864864864864864,0.8461538461538461,0.6185567010309279,29,127
Moons,poly,0.05,4.0,5,0.8208955223880597,0.44776119402985076,0.972072072072072,0.34594594594594597,0.76,0.6185567010309279,4,128
Moons,poly,0.01,5.0,5,0.8208955223880597,0.835820895522388,0.9639639639639639,0.9567567567567568,0.75,0.7755102040816326,4,102
Moons,poly,0.05,5.0,5,0.8208955223880597,0.835820895522388,0.9639639639639639,0.9657657657657658,0.75,0.7755102040816326,4,73
Moons,linear,0.01,0.0,6,0.8484848484848485,0.8636363636363636,0.9612903225806453,0.9612903225806453,0.8387096774193549,0.8767123287671232,12,101
Moons,linear,0.05,0.0,6,0.8636363636363636,0.8636363636363636,0.9612903225806453,0.9603686635944702,0.8695652173913043,0.8767123287671232,12,63
Moons,linear,1.0,0.0,6,0.8484848484848485,0.8181818181818182,0.9566820276497696,0.9557603686635945,0.8648648648648649,0.8333333333333334,20,43
Moons,rbf,0.01,0.5,6,0.4696969696969697,0.4696969696969697,0.9769585253456221,0.9944700460829494,0.0,0.0,14,131
Moons,rbf,0.01,1.0,6,0.4696969696969697,0.4696969696969697,0.9972350230414747,0.9557603686635945,0.0,0.0,10,130
Moons,rbf,0.03,2.0,6,0.5757575757575758,0.8636363636363636,0.9778801843317972,0.9557603686635945,0.3333333333333333,0.8656716417910447,10,130
Moons,poly,0.01,4.0,6,0.8787878787878788,0.4696969696969697,0.9797235023041475,0.3622119815668203,0.875,0.0,16,131
Moons,poly,0.05,4.0,6,0.8787878787878788,0.4696969696969697,0.9870967741935484,0.3622119815668203,0.8974358974358975,0.0,63,131
Moons,poly,0.01,5.0,6,0.8181818181818182,0.8484848484848485,0.9566820276497696,0.9723502304147466,0.7931034482758621,0.8648648648648649,7,102
Moons,poly,0.05,5.0,6,0.8181818181818182,0.8636363636363636,0.9566820276497696,0.976036866359447,0.7931034482758621,0.8860759493670886,7,74
Moons,linear,0.01,0.0,7,0.835820895522388,0.8507462686567164,0.946524064171123,0.9572192513368984,0.8307692307692308,0.84375,18,100
Moons,linear,0.05,0.0,7,0.8507462686567164,0.8805970149253731,0.946524064171123,0.9590017825311943,0.84375,0.875,18,64
Moons,linear,1.0,0.0,7,0.8805970149253731,0.8955223880597015,0.9563279857397504,0.9616755793226381,0.875,0.8923076923076924,7,44
Moons,rbf,0.01,0.5,7,0.7611940298507462,0.4925373134328358,0.9581105169340464,0.981283422459893,0.8048780487804879,0.66,16,132
Moons,rbf,0.01,1.0,7,0.7014925373134329,0.4925373134328358,0.9893048128342246,0.947415329768271,0.7674418604651163,0.66,8,132
Moons,rbf,0.03,2.0,7,0.8656716417910447,0.8805970149253731,0.9848484848484849,0.9536541889483066,0.88,0.8787878787878788,8,132
Moons,poly,0.01,4.0,7,0.7611940298507462,0.4925373134328358,0.9385026737967914,0.39839572192513373,0.68,0.66,10,132
Moons,poly,0.05,4.0,7,0.7910447761194029,0.40298507462686567,0.96524064171123,0.39839572192513373,0.7307692307692307,0.3103448275862069,4,132
Moons,poly,0.01,5.0,7,0.7611940298507462,0.8507462686567164,0.9607843137254901,0.9625668449197862,0.68,0.8214285714285714,6,100
Moons,poly,0.05,5.0,7,0.7611940298507462,0.8656716417910447,0.9607843137254901,0.9688057040998218,0.68,0.847457627118644,6,73
Moons,linear,0.01,0.0,8,0.8507462686567164,0.8507462686567164,0.9474153297682709,0.9509803921568628,0.84375,0.8484848484848485,14,100
Moons,linear,0.05,0.0,8,0.835820895522388,0.8656716417910447,0.9474153297682709,0.9500891265597148,0.8253968253968254,0.8656716417910447,14,62
Moons,linear,1.0,0.0,8,0.835820895522388,0.8656716417910447,0.946524064171123,0.9536541889483066,0.835820895522388,0.8615384615384616,11,40
Moons,rbf,0.01,0.5,8,0.8208955223880597,0.4925373134328358,0.9509803921568627,0.9964349376114082,0.8378378378378378,0.66,14,132
Moons,rbf,0.01,1.0,8,0.7761194029850746,0.4925373134328358,0.9679144385026738,0.947415329768271,0.810126582278481,0.66,12,132
Moons,rbf,0.03,2.0,8,0.835820895522388,0.8507462686567164,0.9590017825311943,0.946524064171123,0.8571428571428571,0.8571428571428571,10,132
Moons,poly,0.01,4.0,8,0.8656716417910447,0.4925373134328358,0.9563279857397505,0.3832442067736186,0.8524590163934426,0.66,8,133
Moons,poly,0.05,4.0,8,0.8656716417910447,0.4626865671641791,0.9563279857397505,0.3778966131907308,0.8524590163934426,0.6326530612244898,8,132
Moons,poly,0.01,5.0,8,0.835820895522388,0.835820895522388,0.9509803921568628,0.9554367201426026,0.8307692307692308,0.8571428571428571,9,102
Moons,poly,0.05,5.0,8,0.835820895522388,0.8656716417910447,0.9509803921568628,0.9652406417112299,0.8307692307692308,0.88,9,76
Moons,linear,0.01,0.0,9,0.8787878787878788,0.8484848484848485,0.9512867647058824,0.9522058823529411,0.8787878787878788,0.8529411764705882,12,98
Moons,linear,0.05,0.0,9,0.8484848484848485,0.8484848484848485,0.9512867647058824,0.9613970588235294,0.8529411764705882,0.8529411764705882,12,60
Moons,linear,1.0,0.0,9,0.24242424242424243,0.8484848484848485,0.12408088235294118,0.9586397058823529,0.16666666666666666,0.8529411764705882,13,42
Moons,rbf,0.01,0.5,9,0.48484848484848486,0.48484848484848486,0.9604779411764706,0.9981617647058824,0.0,0.0,10,132
Moons,rbf,0.01,1.0,9,0.48484848484848486,0.48484848484848486,0.9485294117647058,0.953125,0.0,0.0,10,132
Moons,rbf,0.03,2.0,9,0.8787878787878788,0.8484848484848485,1.0,0.9494485294117647,0.8666666666666667,0.8484848484848485,12,132
Moons,poly,0.01,4.0,9,0.8333333333333334,0.48484848484848486,0.9512867647058824,0.5045955882352942,0.8450704225352113,0.0,10,133
Moons,poly,0.05,4.0,9,0.9696969696969697,0.48484848484848486,0.9972426470588235,0.5036764705882353,0.9705882352941176,0.0,64,133
Moons,poly,0.01,5.0,9,0.9090909090909091,0.8333333333333334,0.9770220588235294,0.9522058823529411,0.90625,0.8070175438596491,55,102
Moons,poly,0.05,5.0,9,0.9242424242424242,0.8636363636363636,0.9852941176470589,0.9595588235294118,0.9315068493150684,0.8524590163934426,14,73
